neighbourhood_cleansed,latitude,longitude,estimated_occupancy_l365d,room_type,property_type,accommodates,bedrooms,bathrooms,number_of_reviews,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_value,review_scores_location,availability_365,host_is_superhost,amenities,id,amenities_list,amenity_count,has_full_kitchen,has_laundry,has_parking,has_self_checkin,has_workspace,has_air_conditioning,has_outdoor_space,has_family_friendly,has_premium_leisure,has_view_or_water_access,allows_pets,has_entertainment,property_type_grouped
FOURTEENTH WARD,42.66612,-73.79275,0,Private room,Private room in home,1,1.0,1.5,0,,0,,,,207,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Backyard"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Lock on bedroom door"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: pour-over coffee"", ""Cleaning products"", ""Keypad"", ""Cleaning available during stay"", ""Stove"", ""Smoking allowed""]",1185591493744586895,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Hair dryer', 'Dryer', 'Indoor fireplace', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Iron', 'Baking sheet', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Microwave', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Portable fans', 'Backyard', 'Exterior security cameras on property', 'Air conditioning', 'Toaster', 'Lock on bedroom door', 'First aid kit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Coffee maker: pour-over coffee', 'Cleaning products', 'Keypad', 'Cleaning available during stay', 'Stove', 'Smoking allowed']",48,1,1,1,1,0,1,1,0,0,0,0,1,Private room
SIXTH WARD,42.65333,-73.7711,132,Entire home/apt,Entire home,4,2.0,1.0,37,2.15,22,4.89,4.76,4.89,354,t,"[""Smoke alarm"", ""Bathtub"", ""Shampoo"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""TV"", ""Free parking on premises"", ""Washer""]",1189245100874558445,"['Smoke alarm', 'Bathtub', 'Shampoo', 'Air conditioning', 'Wifi', 'Carbon monoxide alarm', 'Hot water', 'Hair dryer', 'Body soap', 'TV', 'Free parking on premises', 'Washer']",12,0,1,1,0,0,1,0,0,0,0,0,1,Entire place
TENTH WARD,42.66215,-73.79048,168,Entire home/apt,Entire home,2,1.0,1.0,50,2.58,28,4.78,4.7,4.8,365,t,"[""Kitchen"", ""Air conditioning"", ""Wifi"", ""TV"", ""Free parking on premises"", ""Washer""]",1189249179392132534,"['Kitchen', 'Air conditioning', 'Wifi', 'TV', 'Free parking on premises', 'Washer']",6,1,1,1,0,0,1,0,0,0,0,0,1,Entire place
TENTH WARD,42.6605291,-73.7831549,0,Private room,Private room in home,1,1.0,1.0,0,,0,,,,350,f,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Outdoor dining area"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Washer"", ""Long term stays allowed"", ""Radiant heating"", ""Air conditioning"", ""Lock on bedroom door"", ""Private BBQ grill"", ""Free parking on premises"", ""Paid parking garage off premises"", ""Hangers"", ""Self check-in"", ""Whirlpool  refrigerator"", ""Lockbox"", ""Cleaning products"", ""Private living room"", ""Private backyard""]",1191895319439613036,"['Smoke alarm', 'Kitchen', 'Clothing storage: closet and dresser', 'Gas stove', 'Wifi', 'Hot water', 'Private entrance', 'Outdoor dining area', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Iron', 'Room-darkening shades', 'Dedicated workspace', 'Microwave', 'Dining table', 'Stainless steel oven', 'Washer', 'Long term stays allowed', 'Radiant heating', 'Air conditioning', 'Lock on bedroom door', 'Private BBQ grill', 'Free parking on premises', 'Paid parking garage off premises', 'Hangers', 'Self check-in', 'Whirlpool  refrigerator', 'Lockbox', 'Cleaning products', 'Private living room', 'Private backyard']",35,1,1,1,1,1,1,1,0,1,0,0,1,Private room
SIXTH WARD,42.655732,-73.764735,0,Entire home/apt,Entire condo,2,1.0,1.0,0,,0,,,,355,f,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Elevator"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Oven"", ""Patio or balcony"", ""Toaster"", ""Essentials"", ""Central heating"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Fire extinguisher"", ""Keypad""]",1196459023545165129,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Coffee maker', 'Private entrance', 'Indoor fireplace', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Ceiling fan', 'Shampoo', 'Iron', 'Elevator', 'Dedicated workspace', 'Microwave', 'Dining table', 'Oven', 'Patio or balcony', 'Toaster', 'Essentials', 'Central heating', 'First aid kit', 'Free parking on premises', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Fire extinguisher', 'Keypad']",34,1,1,1,1,1,1,1,0,0,0,0,1,Entire place
TENTH WARD,42.66269,-73.78163,0,Private room,Private room in home,1,1.0,1.0,0,,0,,,,323,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Dryer"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Fireplace guards"", ""Microwave"", ""Wine glasses"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Shared patio or balcony"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Stove"", ""Smoking allowed""]",1198592120169206200,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Coffee maker', 'Hair dryer', 'Dryer', 'Indoor fireplace', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Baking sheet', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Fireplace guards', 'Microwave', 'Wine glasses', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Backyard', 'Exterior security cameras on property', 'Air conditioning', 'Toaster', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Shared patio or balcony', 'First aid kit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Cleaning products', 'Keypad', 'Stove', 'Smoking allowed']",48,1,1,1,1,0,1,1,1,0,0,0,1,Private room
NINTH WARD,42.65506735928797,-73.79768460988998,6,Private room,Private room in home,1,8.0,3.0,6,0.31,1,5.0,5.0,5.0,5,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Shared backyard"", ""Mini fridge"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Portable fans"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Books and reading material"", ""Central heating"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Cleaning available during stay"", ""Stove""]",1201525324551556925,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Hair dryer', 'Shared backyard', 'Mini fridge', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Bathtub', 'Cooking basics', 'Baking sheet', 'Iron', 'Room-darkening shades', 'Free dryer – In building', 'Dedicated workspace', 'Microwave', 'Clothing storage', 'Dining table', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'BBQ grill', 'Portable fans', 'Exterior security cameras on property', 'Air conditioning', 'Toaster', 'Coffee', 'Laundromat nearby', 'Outdoor furniture', 'Books and reading material', 'Central heating', 'First aid kit', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Coffee maker: drip coffee maker, Keurig coffee machine', 'Cleaning products', 'Keypad', 'Board games', 'Cleaning available during stay', 'Stove']",51,1,1,1,1,1,1,1,0,0,0,0,1,Private room
TENTH WARD,42.6639,-73.7927,0,Private room,Private room in home,1,1.0,1.5,0,,0,,,,365,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Backyard"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Coffee"", ""Lock on bedroom door"", ""Laundromat nearby"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: pour-over coffee"", ""Cleaning products"", ""Keypad"", ""Cleaning available during stay"", ""Stove""]",1208695175897245796,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Hair dryer', 'Dryer', 'Indoor fireplace', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Iron', 'Baking sheet', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Microwave', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Portable fans', 'Backyard', 'Exterior security cameras on property', 'Air conditioning', 'Toaster', 'Coffee', 'Lock on bedroom door', 'Laundromat nearby', 'First aid kit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Coffee maker: pour-over coffee', 'Cleaning products', 'Keypad', 'Cleaning available during stay', 'Stove']",49,1,1,1,1,0,1,1,0,0,0,0,1,Private room
THIRTEENTH WARD,42.67318,-73.79345,16,Private room,Private room in home,1,1.0,1.5,4,0.24,2,5.0,5.0,5.0,88,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Backyard"", ""Exterior security cameras on property"", ""Air conditioning"", ""Patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""First aid kit"", ""Barbecue utensils"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Bidet"", ""Stove""]",1209313814437527365,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Coffee maker', 'Hair dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Baking sheet', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Microwave', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Portable fans', 'Backyard', 'Exterior security cameras on property', 'Air conditioning', 'Patio or balcony', 'Outdoor furniture', 'Books and reading material', 'First aid kit', 'Barbecue utensils', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Cleaning products', 'Keypad', 'Bidet', 'Stove']",47,1,1,1,1,0,1,1,0,0,0,0,1,Private room
ELEVENTH WARD,42.66332540000001,-73.77422550000001,66,Entire home/apt,Entire rental unit,4,3.0,1.0,16,0.98,11,4.25,4.25,3.88,320,f,"[""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Free parking on premises""]",1223845635352908531,"['Smoke alarm', 'Kitchen', 'Air conditioning', 'Dedicated workspace', 'Wifi', 'TV', 'Free parking on premises']",7,1,0,1,0,1,1,0,0,0,0,0,1,Entire place
THIRTEENTH WARD,42.66955,-73.78542,60,Entire home/apt,Entire rental unit,5,3.0,1.0,14,0.8,10,5.0,5.0,4.71,364,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Microwave"", ""Dining table"", ""Washer"", ""Extra pillows and blankets"", ""Rice maker"", ""Pets allowed"", ""Long term stays allowed"", ""Radiant heating"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Single oven"", ""Free parking on premises"", ""Dishes and silverware"", ""Self check-in"", ""Refrigerator"", ""Free dryer"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Game console"", ""Fire extinguisher"", ""Keypad""]",1227494196390230149,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Gas stove', 'Wifi', 'Hot water', 'Hair dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Microwave', 'Dining table', 'Washer', 'Extra pillows and blankets', 'Rice maker', 'Pets allowed', 'Long term stays allowed', 'Radiant heating', 'Exterior security cameras on property', 'Air conditioning', 'Toaster', 'Single oven', 'Free parking on premises', 'Dishes and silverware', 'Self check-in', 'Refrigerator', 'Free dryer', 'Freezer', 'Coffee maker: drip coffee maker', 'Free street parking', 'Game console', 'Fire extinguisher', 'Keypad']",37,1,1,1,1,0,1,0,0,0,0,1,1,Entire place
SIXTH WARD,42.65507161089614,-73.76475094677727,255,Entire home/apt,Entire rental unit,3,1.0,1.0,76,5.27,59,4.92,4.91,4.86,244,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Safe"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Window guards"", ""Smart lock"", ""Extra pillows and blankets"", ""Record player"", ""Exterior security cameras on property"", ""Toaster"", ""Coffee"", ""Outdoor furniture"", ""Single level home"", ""Shared patio or balcony"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Stainless steel electric stove"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Public Goods shampoo"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Housekeeping available from 10:00\u202fAM to 1:00\u202fPM, every day - available at extra cost"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free dryer \u2013 In unit"", ""Paid parking lot off premises"", ""Cleaning products"", ""Board games"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix""]",1230257693323535013,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Stainless steel single oven', 'Wifi', 'Shower gel', 'Hot water', 'Private entrance', 'Hair dryer', 'Body soap', 'Carbon monoxide alarm', 'Bed linens', 'Pack ’n play/Travel crib - available upon request', 'Luggage dropoff allowed', 'Bathtub', 'Cooking basics', 'Baking sheet', 'Iron', 'Room-darkening shades', 'Safe', 'Hot water kettle', 'Dedicated workspace', 'Microwave', 'Wine glasses', 'Window guards', 'Smart lock', 'Extra pillows and blankets', 'Record player', 'Exterior security cameras on property', 'Toaster', 'Coffee', 'Outdoor furniture', 'Single level home', 'Shared patio or balcony', 'Books and reading material', 'Clothing storage: closet', 'Central heating', 'First aid kit', 'Stainless steel electric stove', 'Conditioner', 'Free washer – In unit', 'Window AC unit', 'Dishes and silverware', 'Public Goods shampoo', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Babysitter recommendations', 'Freezer', 'Free street parking', 'Housekeeping available from 10:00\u202fAM to 1:00\u202fPM, every day - available at extra cost', 'Fire extinguisher', 'Coffee maker: drip coffee maker, Keurig coffee machine', 'Free dryer – In unit', 'Paid parking lot off premises', 'Cleaning products', 'Board games', '55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix']",59,1,1,1,1,1,1,1,1,0,0,0,1,Entire place
SIXTH WARD,42.65173,-73.76786,255,Entire home/apt,Entire rental unit,4,1.0,1.0,92,5.26,59,4.77,4.8,4.49,240,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Stainless steel single oven"", ""Gas stove"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Paid washer \u2013 In building"", ""Drying rack for clothing"", ""Air conditioning"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Coffee"", ""Clothing storage: closet"", ""Central heating"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Cleaning products"", ""Paid dryer \u2013 In building""]",1233366548908684664,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Stainless steel single oven', 'Gas stove', 'Wifi', 'Shower gel', 'Hot water', 'Hair dryer', 'Body soap', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Shampoo', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Dining table', 'Extra pillows and blankets', 'Long term stays allowed', 'Paid washer – In building', 'Drying rack for clothing', 'Air conditioning', 'Exterior security cameras on property', 'Essentials', 'Toaster', 'Coffee', 'Clothing storage: closet', 'Central heating', 'Conditioner', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Lockbox', 'Cleaning products', 'Paid dryer – In building']",43,1,1,1,1,0,1,0,0,0,0,0,1,Entire place
